id,type,chapter,section,question,choices,answer,explanation,tags,source_file,images
qa-s4-001,qa,総論IV 検査,血液・生化学・免疫・腫瘍マーカー,好中球増多で核左方移動を伴う代表疾患は？,{},細菌感染症,,"[""総論IV"", ""血液・生化学・免疫・腫瘍マーカー"", ""一問一答""]",,[]
qa-s4-002,qa,総論IV 検査,血液・生化学・免疫・腫瘍マーカー,"著明な好酸球増多（2,000/μL以上）で疑う3疾患は？",{},寄生虫・EGPA・ABPA,,"[""総論IV"", ""血液・生化学・免疫・腫瘍マーカー"", ""一問一答""]",,[]
qa-s4-003,qa,総論IV 検査,血液・生化学・免疫・腫瘍マーカー,慢性好酸球性肺炎と急性好酸球性肺炎で病初期の好酸球増多があるのは？,{},慢性（急性は病初期になし）,,"[""総論IV"", ""血液・生化学・免疫・腫瘍マーカー"", ""一問一答""]",,[]
qa-s4-004,qa,総論IV 検査,血液・生化学・免疫・腫瘍マーカー,IPFの予後と関連する末梢血のバイオマーカー候補は？,{},単球数,,"[""総論IV"", ""血液・生化学・免疫・腫瘍マーカー"", ""一問一答""]",,[]
qa-s4-005,qa,総論IV 検査,血液・生化学・免疫・腫瘍マーカー,全身炎症があってもCRPが上昇しにくい膠原病は？,{},SLE・皮膚筋炎・強皮症,,"[""総論IV"", ""血液・生化学・免疫・腫瘍マーカー"", ""一問一答""]",,[]
qa-s4-006,qa,総論IV 検査,血液・生化学・免疫・腫瘍マーカー,CRP上昇をマスクする薬剤・状態を2つ？,{},ステロイド・抗IL-6受容体抗体,,"[""総論IV"", ""血液・生化学・免疫・腫瘍マーカー"", ""一問一答""]",,[]
qa-s4-007,qa,総論IV 検査,血液・生化学・免疫・腫瘍マーカー,細菌感染症に有用なカルシトニン前駆物質は？,{},プロカルシトニン,,"[""総論IV"", ""血液・生化学・免疫・腫瘍マーカー"", ""一問一答""]",,[]
qa-s4-008,qa,総論IV 検査,血液・生化学・免疫・腫瘍マーカー,omalizumab適応となる総IgEの範囲は？,{},"30〜1,500 IU/mL",,"[""総論IV"", ""血液・生化学・免疫・腫瘍マーカー"", ""一問一答""]",,[]
qa-s4-009,qa,総論IV 検査,血液・生化学・免疫・腫瘍マーカー,間質性肺炎でⅡ型肺胞上皮から産生される代表マーカーは？,{},KL-6・SP-D・SP-A,,"[""総論IV"", ""血液・生化学・免疫・腫瘍マーカー"", ""一問一答""]",,[]
qa-s4-010,qa,総論IV 検査,血液・生化学・免疫・腫瘍マーカー,KL-6が上昇する悪性腫瘍は？,{},上皮性悪性腫瘍（肺癌など）,,"[""総論IV"", ""血液・生化学・免疫・腫瘍マーカー"", ""一問一答""]",,[]
qa-s4-011,qa,総論IV 検査,血液・生化学・免疫・腫瘍マーカー,肺サルコイドーシスで30〜60%上昇する酵素は？,{},ACE（アンジオテンシン転換酵素）,,"[""総論IV"", ""血液・生化学・免疫・腫瘍マーカー"", ""一問一答""]",,[]
qa-s4-012,qa,総論IV 検査,血液・生化学・免疫・腫瘍マーカー,MCTDで陽性となる自己抗体は？,{},抗U1-RNP,,"[""総論IV"", ""血液・生化学・免疫・腫瘍マーカー"", ""一問一答""]",,[]
qa-s4-013,qa,総論IV 検査,血液・生化学・免疫・腫瘍マーカー,全身性強皮症で陽性となる抗体を1つ？,{},抗Scl-70（抗セントロメア等）,,"[""総論IV"", ""血液・生化学・免疫・腫瘍マーカー"", ""一問一答""]",,[]
qa-s4-014,qa,総論IV 検査,血液・生化学・免疫・腫瘍マーカー,RAで陽性となる自己抗体は？,{},抗CCP,,"[""総論IV"", ""血液・生化学・免疫・腫瘍マーカー"", ""一問一答""]",,[]
qa-s4-015,qa,総論IV 検査,血液・生化学・免疫・腫瘍マーカー,GPAで特徴的なANCAは？,{},PR3-ANCA,,"[""総論IV"", ""血液・生化学・免疫・腫瘍マーカー"", ""一問一答""]",,[]
qa-s4-016,qa,総論IV 検査,血液・生化学・免疫・腫瘍マーカー,特異的IgEの現在の主流測定法は？,{},FEIA法（ImmunoCAP法）,,"[""総論IV"", ""血液・生化学・免疫・腫瘍マーカー"", ""一問一答""]",,[]
qa-s4-017,qa,総論IV 検査,血液・生化学・免疫・腫瘍マーカー,アレルゲン同定の信頼度は皮膚テストと特異的IgEどちらが高い？,{},皮膚テスト,,"[""総論IV"", ""血液・生化学・免疫・腫瘍マーカー"", ""一問一答""]",,[]
qa-s4-018,qa,総論IV 検査,血液・生化学・免疫・腫瘍マーカー,DLSTが偽陰性になりやすい薬剤は？,{},ステロイド・免疫抑制薬・抗腫瘍薬,,"[""総論IV"", ""血液・生化学・免疫・腫瘍マーカー"", ""一問一答""]",,[]
qa-s4-019,qa,総論IV 検査,血液・生化学・免疫・腫瘍マーカー,小細胞肺癌の腫瘍マーカー2つは？,{},NSE・proGRP,,"[""総論IV"", ""血液・生化学・免疫・腫瘍マーカー"", ""一問一答""]",,[]
qa-s4-020,qa,総論IV 検査,血液・生化学・免疫・腫瘍マーカー,扁平上皮癌で感度が高く喫煙の影響を受けないマーカーは？,{},CYFRA21-1,,"[""総論IV"", ""血液・生化学・免疫・腫瘍マーカー"", ""一問一答""]",,[]
qa-s4-021,qa,総論IV 検査,血液・生化学・免疫・腫瘍マーカー,肺腺癌で早期から高値となるマーカーは？,{},CEA,,"[""総論IV"", ""血液・生化学・免疫・腫瘍マーカー"", ""一問一答""]",,[]
qa-s4-022,qa,総論IV 検査,血液・生化学・免疫・腫瘍マーカー,腫瘍マーカーで検出しないよう推奨される癌は？,{},肺癌・悪性胸膜中皮腫,,"[""総論IV"", ""血液・生化学・免疫・腫瘍マーカー"", ""一問一答""]",,[]
qa-s4-023,qa,総論IV 検査,感染症診断・喀痰・画像・核医学,塗抹で原因菌の可能性が高い所見は？,{},好中球による貪食像,,"[""総論IV"", ""感染症診断・喀痰・画像・核医学"", ""一問一答""]",,[]
qa-s4-024,qa,総論IV 検査,感染症診断・喀痰・画像・核医学,ニューモシスチスを疑う際の染色法は？,{},鍍銀染色・ディフクイック染色,,"[""総論IV"", ""感染症診断・喀痰・画像・核医学"", ""一問一答""]",,[]
qa-s4-025,qa,総論IV 検査,感染症診断・喀痰・画像・核医学,ノカルジア疑いで延長する培養期間は？,{},7〜10日（長期培養）,,"[""総論IV"", ""感染症診断・喀痰・画像・核医学"", ""一問一答""]",,[]
qa-s4-026,qa,総論IV 検査,感染症診断・喀痰・画像・核医学,β-D-グルカンが陰性となる真菌は？,{},クリプトコックス・ムーコル,,"[""総論IV"", ""感染症診断・喀痰・画像・核医学"", ""一問一答""]",,[]
qa-s4-027,qa,総論IV 検査,感染症診断・喀痰・画像・核医学,β-D-グルカンの偽陽性原因を2つ？,{},透析・血液製剤使用,,"[""総論IV"", ""感染症診断・喀痰・画像・核医学"", ""一問一答""]",,[]
qa-s4-028,qa,総論IV 検査,感染症診断・喀痰・画像・核医学,IGRAが交叉せず特異度が高い理由（BCG以外）？,{},MAC（M. avium complex）と交叉しない,,"[""総論IV"", ""感染症診断・喀痰・画像・核医学"", ""一問一答""]",,[]
qa-s4-029,qa,総論IV 検査,感染症診断・喀痰・画像・核医学,感染からIGRA陽性化までの期間は？,{},8〜10週間,,"[""総論IV"", ""感染症診断・喀痰・画像・核医学"", ""一問一答""]",,[]
qa-s4-030,qa,総論IV 検査,感染症診断・喀痰・画像・核医学,誘発喀痰で禁忌の吸入液は？,{},滅菌蒸留水（低浸透圧）,,"[""総論IV"", ""感染症診断・喀痰・画像・核医学"", ""一問一答""]",,[]
qa-s4-031,qa,総論IV 検査,感染症診断・喀痰・画像・核医学,喀痰肉眼評価に用いる分類は？,{},Miller & Jones分類,,"[""総論IV"", ""感染症診断・喀痰・画像・核医学"", ""一問一答""]",,[]
qa-s4-032,qa,総論IV 検査,感染症診断・喀痰・画像・核医学,臓側胸膜由来で間質性肺炎に上昇するマーカーで疾患特異度の高いものは？,{},KL-6・SP-D・SP-A,,"[""総論IV"", ""感染症診断・喀痰・画像・核医学"", ""一問一答""]",,[]
qa-s4-033,qa,総論IV 検査,感染症診断・喀痰・画像・核医学,CT上のリンパ節転移診断基準（短径）は？,{},10mm以上,,"[""総論IV"", ""感染症診断・喀痰・画像・核医学"", ""一問一答""]",,[]
qa-s4-034,qa,総論IV 検査,感染症診断・喀痰・画像・核医学,胸部CTの肺野条件のおおよそのWL/WWは？,{},WL -500〜-700／WW 1200〜2000,,"[""総論IV"", ""感染症診断・喀痰・画像・核医学"", ""一問一答""]",,[]
qa-s4-035,qa,総論IV 検査,感染症診断・喀痰・画像・核医学,MRIで最も有用とされる臨床適応（因子診断）は？,{},N因子診断（STIR/DWIで転移=高信号）,,"[""総論IV"", ""感染症診断・喀痰・画像・核医学"", ""一問一答""]",,[]
qa-s4-036,qa,総論IV 検査,感染症診断・喀痰・画像・核医学,肺血流シンチで肺塞栓を示す所見は？,{},区域性の換気・血流ミスマッチ,,"[""総論IV"", ""感染症診断・喀痰・画像・核医学"", ""一問一答""]",,[]
qa-s4-037,qa,総論IV 検査,感染症診断・喀痰・画像・核医学,133Xeガスの半減期と回路は？,{},5.24日・閉鎖回路,,"[""総論IV"", ""感染症診断・喀痰・画像・核医学"", ""一問一答""]",,[]
qa-s4-038,qa,総論IV 検査,感染症診断・喀痰・画像・核医学,骨転移検索でFDG-PET/CTが施行不能のとき推奨される検査は？,{},骨シンチグラフィ,,"[""総論IV"", ""感染症診断・喀痰・画像・核医学"", ""一問一答""]",,[]
qa-s4-039,qa,総論IV 検査,感染症診断・喀痰・画像・核医学,FDGの生理的集積が高く検出感度が低い転移部位は？,{},脳転移（→MRIが必要）,,"[""総論IV"", ""感染症診断・喀痰・画像・核医学"", ""一問一答""]",,[]
qa-s4-040,qa,総論IV 検査,感染症診断・喀痰・画像・核医学,サルコイドーシスの活動性評価に用いる核医学検査は？,{},Ga-67シンチ（またはFDG-PET）,,"[""総論IV"", ""感染症診断・喀痰・画像・核医学"", ""一問一答""]",,[]
qa-s4-041,qa,総論IV 検査,内視鏡・生検・穿刺・肺音・心電図,左に通常存在しない区域支は？,{},B7,,"[""総論IV"", ""内視鏡・生検・穿刺・肺音・心電図"", ""一問一答""]",,[]
qa-s4-042,qa,総論IV 検査,内視鏡・生検・穿刺・肺音・心電図,気管支壁の層構造は何層か？,{},6層,,"[""総論IV"", ""内視鏡・生検・穿刺・肺音・心電図"", ""一問一答""]",,[]
qa-s4-043,qa,総論IV 検査,内視鏡・生検・穿刺・肺音・心電図,EBUS-TBNAの診断精度（特異度・感度）は？,{},特異度100%・感度約90%,,"[""総論IV"", ""内視鏡・生検・穿刺・肺音・心電図"", ""一問一答""]",,[]
qa-s4-044,qa,総論IV 検査,内視鏡・生検・穿刺・肺音・心電図,BALで高い回収率が得られる選択部位は？,{},右中葉・左舌区,,"[""総論IV"", ""内視鏡・生検・穿刺・肺音・心電図"", ""一問一答""]",,[]
qa-s4-045,qa,総論IV 検査,内視鏡・生検・穿刺・肺音・心電図,BAL正常（非喫煙者）のマクロファージ分画は？,{},約87%,,"[""総論IV"", ""内視鏡・生検・穿刺・肺音・心電図"", ""一問一答""]",,[]
qa-s4-046,qa,総論IV 検査,内視鏡・生検・穿刺・肺音・心電図,サルコイドーシスのBALのCD4/CD8比は？,{},上昇,,"[""総論IV"", ""内視鏡・生検・穿刺・肺音・心電図"", ""一問一答""]",,[]
qa-s4-047,qa,総論IV 検査,内視鏡・生検・穿刺・肺音・心電図,iNSIP・COPでのBAL CD4/CD8比は？,{},低下,,"[""総論IV"", ""内視鏡・生検・穿刺・肺音・心電図"", ""一問一答""]",,[]
qa-s4-048,qa,総論IV 検査,内視鏡・生検・穿刺・肺音・心電図,IPFのBALF細胞分画の特徴は？,{},正常パターンに近い,,"[""総論IV"", ""内視鏡・生検・穿刺・肺音・心電図"", ""一問一答""]",,[]
qa-s4-049,qa,総論IV 検査,内視鏡・生検・穿刺・肺音・心電図,気管支鏡（末梢病変）で最多の合併症は？,{},気胸（0.70%）,,"[""総論IV"", ""内視鏡・生検・穿刺・肺音・心電図"", ""一問一答""]",,[]
qa-s4-050,qa,総論IV 検査,内視鏡・生検・穿刺・肺音・心電図,前斜角筋リンパ節生検の別名は？,{},Daniels' biopsy,,"[""総論IV"", ""内視鏡・生検・穿刺・肺音・心電図"", ""一問一答""]",,[]
qa-s4-051,qa,総論IV 検査,内視鏡・生検・穿刺・肺音・心電図,CTガイド下肺生検で最多の合併症は？,{},気胸（20〜30%）,,"[""総論IV"", ""内視鏡・生検・穿刺・肺音・心電図"", ""一問一答""]",,[]
qa-s4-052,qa,総論IV 検査,内視鏡・生検・穿刺・肺音・心電図,CTガイド下肺生検でまれだが致死的な合併症は？,{},空気塞栓,,"[""総論IV"", ""内視鏡・生検・穿刺・肺音・心電図"", ""一問一答""]",,[]
qa-s4-053,qa,総論IV 検査,内視鏡・生検・穿刺・肺音・心電図,胸腔穿刺で針を進める位置は？,{},下位肋骨の上縁,,"[""総論IV"", ""内視鏡・生検・穿刺・肺音・心電図"", ""一問一答""]",,[]
qa-s4-054,qa,総論IV 検査,内視鏡・生検・穿刺・肺音・心電図,再膨張性肺水腫予防の1日排液上限は？,{},1L程度,,"[""総論IV"", ""内視鏡・生検・穿刺・肺音・心電図"", ""一問一答""]",,[]
qa-s4-055,qa,総論IV 検査,内視鏡・生検・穿刺・肺音・心電図,気胸の超音波所見は？,{},seashore signの消失（バーコード様）,,"[""総論IV"", ""内視鏡・生検・穿刺・肺音・心電図"", ""一問一答""]",,[]
qa-s4-056,qa,総論IV 検査,内視鏡・生検・穿刺・肺音・心電図,間質性肺炎のcracklesの吸気内タイミングは？,{},吸気中期〜終期,,"[""総論IV"", ""内視鏡・生検・穿刺・肺音・心電図"", ""一問一答""]",,[]
qa-s4-057,qa,総論IV 検査,内視鏡・生検・穿刺・肺音・心電図,COPD・閉塞性細気管支炎のcracklesのタイミングは？,{},吸気初期,,"[""総論IV"", ""内視鏡・生検・穿刺・肺音・心電図"", ""一問一答""]",,[]
qa-s4-058,qa,総論IV 検査,内視鏡・生検・穿刺・肺音・心電図,急性PTEの心電図所見（3徴）は？,{},SⅠQⅢTⅢ,,"[""総論IV"", ""内視鏡・生検・穿刺・肺音・心電図"", ""一問一答""]",,[]
qa-s4-059,qa,総論IV 検査,内視鏡・生検・穿刺・肺音・心電図,右房負荷を示すP波は？,{},肺性P波（≧2.5mV）,,"[""総論IV"", ""内視鏡・生検・穿刺・肺音・心電図"", ""一問一答""]",,[]
qa-s4-060,qa,総論IV 検査,呼吸機能・血ガス・検診,拘束性換気障害の基準は？,{},%VC<80%,,"[""総論IV"", ""呼吸機能・血ガス・検診"", ""一問一答""]",,[]
qa-s4-061,qa,総論IV 検査,呼吸機能・血ガス・検診,閉塞性換気障害の基準は？,{},FEV1/FVC<70%,,"[""総論IV"", ""呼吸機能・血ガス・検診"", ""一問一答""]",,[]
qa-s4-062,qa,総論IV 検査,呼吸機能・血ガス・検診,スパイロで測定できない3つの肺気量は？,{},RV・FRC・TLC,,"[""総論IV"", ""呼吸機能・血ガス・検診"", ""一問一答""]",,[]
qa-s4-063,qa,総論IV 検査,呼吸機能・血ガス・検診,FRC測定法を2つ？,{},ガス希釈法・体プレチスモグラフ法,,"[""総論IV"", ""呼吸機能・血ガス・検診"", ""一問一答""]",,[]
qa-s4-064,qa,総論IV 検査,呼吸機能・血ガス・検診,閉塞性換気障害でRV/TLCは？,{},増加,,"[""総論IV"", ""呼吸機能・血ガス・検診"", ""一問一答""]",,[]
qa-s4-065,qa,総論IV 検査,呼吸機能・血ガス・検診,拘束性（肺弾性力↑）のFVカーブの形は？,{},逆釣鐘型,,"[""総論IV"", ""呼吸機能・血ガス・検診"", ""一問一答""]",,[]
qa-s4-066,qa,総論IV 検査,呼吸機能・血ガス・検診,上気道固定性閉塞のFVカーブは？,{},吸呼気とも平坦,,"[""総論IV"", ""呼吸機能・血ガス・検診"", ""一問一答""]",,[]
qa-s4-067,qa,総論IV 検査,呼吸機能・血ガス・検診,呼吸抵抗Rrsの測定法は？,{},強制（広域周波）オシレーション法,,"[""総論IV"", ""呼吸機能・血ガス・検診"", ""一問一答""]",,[]
qa-s4-068,qa,総論IV 検査,呼吸機能・血ガス・検診,COPD・高齢のP-V曲線のシフトは？,{},左上方（Cst増加）,,"[""総論IV"", ""呼吸機能・血ガス・検診"", ""一問一答""]",,[]
qa-s4-069,qa,総論IV 検査,呼吸機能・血ガス・検診,肺線維症のP-V曲線のシフトは？,{},右下方（Cst低下）,,"[""総論IV"", ""呼吸機能・血ガス・検診"", ""一問一答""]",,[]
qa-s4-070,qa,総論IV 検査,呼吸機能・血ガス・検診,安静吸気の約80%を担う筋は？,{},横隔膜,,"[""総論IV"", ""呼吸機能・血ガス・検診"", ""一問一答""]",,[]
qa-s4-071,qa,総論IV 検査,呼吸機能・血ガス・検診,経横隔膜圧Pdiの計算式は？,{},Pdi = Pga - Pes,,"[""総論IV"", ""呼吸機能・血ガス・検診"", ""一問一答""]",,[]
qa-s4-072,qa,総論IV 検査,呼吸機能・血ガス・検診,PaCO2と肺胞換気量VAの関係は？,{},反比例（PaCO2=0.863×VCO2/VA）,,"[""総論IV"", ""呼吸機能・血ガス・検診"", ""一問一答""]",,[]
qa-s4-073,qa,総論IV 検査,呼吸機能・血ガス・検診,高濃度O2で改善しにくい低酸素血症の機序は？,{},シャント（ARDS等）,,"[""総論IV"", ""呼吸機能・血ガス・検診"", ""一問一答""]",,[]
qa-s4-074,qa,総論IV 検査,呼吸機能・血ガス・検診,A-aDO2の正常上限は？,{},10mmHg,,"[""総論IV"", ""呼吸機能・血ガス・検診"", ""一問一答""]",,[]
qa-s4-075,qa,総論IV 検査,呼吸機能・血ガス・検診,COのHb親和性はO2の何倍？,{},20〜350倍,,"[""総論IV"", ""呼吸機能・血ガス・検診"", ""一問一答""]",,[]
qa-s4-076,qa,総論IV 検査,呼吸機能・血ガス・検診,酸素解離曲線を右方移動させる因子（Bohr効果）は？,{},"PCO2↑・pH↓（体温↑・2,3-DPG↑）",,"[""総論IV"", ""呼吸機能・血ガス・検診"", ""一問一答""]",,[]
qa-s4-077,qa,総論IV 検査,呼吸機能・血ガス・検診,PaO2 60TorrはSaO2何%に相当？,{},90%,,"[""総論IV"", ""呼吸機能・血ガス・検診"", ""一問一答""]",,[]
qa-s4-078,qa,総論IV 検査,呼吸機能・血ガス・検診,わが国の呼吸不全の基準（PaO2）は？,{},室内気で60mmHg以下,,"[""総論IV"", ""呼吸機能・血ガス・検診"", ""一問一答""]",,[]
qa-s4-079,qa,総論IV 検査,呼吸機能・血ガス・検診,Ⅱ型呼吸不全のPaCO2基準は？,{},45mmHg超,,"[""総論IV"", ""呼吸機能・血ガス・検診"", ""一問一答""]",,[]
qa-s4-080,qa,総論IV 検査,呼吸機能・血ガス・検診,AGが増加するアシドーシスを2つ？,{},糖尿病性ケトアシドーシス・乳酸アシドーシス,,"[""総論IV"", ""呼吸機能・血ガス・検診"", ""一問一答""]",,[]
qa-s4-081,qa,総論IV 検査,呼吸機能・血ガス・検診,6分間歩行で予後不良とされる距離は？,{},300m未満,,"[""総論IV"", ""呼吸機能・血ガス・検診"", ""一問一答""]",,[]
qa-s4-082,qa,総論IV 検査,呼吸機能・血ガス・検診,CPETの嫌気性代謝閾値ATの測定法は？,{},V-slope法,,"[""総論IV"", ""呼吸機能・血ガス・検診"", ""一問一答""]",,[]
qa-s4-083,qa,総論IV 検査,呼吸機能・血ガス・検診,睡眠呼吸障害の標準検査は？,{},PSG（睡眠ポリグラフ）,,"[""総論IV"", ""呼吸機能・血ガス・検診"", ""一問一答""]",,[]
qa-s4-084,qa,総論IV 検査,呼吸機能・血ガス・検診,低線量CT検診の対象（年齢・喫煙指数）は？,{},50〜74歳・喫煙指数600以上,,"[""総論IV"", ""呼吸機能・血ガス・検診"", ""一問一答""]",,[]
qa-s4-085,qa,総論IV 検査,呼吸機能・血ガス・検診,2025年に対策型検診から推奨外となった肺がん検診法は？,{},喀痰細胞診併用法,,"[""総論IV"", ""呼吸機能・血ガス・検診"", ""一問一答""]",,[]
mcq-s4-001,mcq,総論IV 検査,検査,問1 腫瘍マーカーと主な組織型の組み合わせで誤っているものはどれか。,"{""a"": ""CEA ─ 肺腺癌"", ""b"": ""SCC ─ 肺扁平上皮癌"", ""c"": ""NSE ─ 小細胞肺癌"", ""d"": ""proGRP ─ 肺扁平上皮癌"", ""e"": ""CYFRA21-1 ─ 肺扁平上皮癌""}",d,proGRPは小細胞肺癌のマーカー。NSEより限局型・進展型とも感度・特異度が高い。扁平上皮癌はSCCとCYFRA21-1。,"[""総論IV"", ""検査"", ""5択""]",,[]
mcq-s4-002,mcq,総論IV 検査,検査,問2 CRPが上昇しにくい、あるいは上昇がマスクされる病態として誤っているものはどれか。,"{""a"": ""全身性エリテマトーデス"", ""b"": ""皮膚筋炎"", ""c"": ""強皮症"", ""d"": ""ステロイド投与中"", ""e"": ""細菌性肺炎""}",e,細菌性肺炎はCRPが上昇し重症度・治療効果の指標となる。SLE・皮膚筋炎・強皮症は全身炎症があってもCRPが上昇しにくく、ステロイドや抗IL-6受容体抗体は上昇をマスクする。,"[""総論IV"", ""検査"", ""5択""]",,[]
mcq-s4-003,mcq,総論IV 検査,検査,問3 β-D-グルカンについて正しいものはどれか。,"{""a"": ""クリプトコックス症で陽性となる"", ""b"": ""ムーコル症で陽性となる"", ""c"": ""ニューモシスチス感染で陽性となる"", ""d"": ""透析では偽陽性とならない"", ""e"": ""ガラクトマンナンを検出する""}",c,β-D-グルカンはアスペルギルス・カンジダ・ニューモシスチスで陽性、クリプトコックス・ムーコルでは陰性。透析・血液製剤で偽陽性。ガラクトマンナンはアスペルギルス抗原検査。,"[""総論IV"", ""検査"", ""5択""]",,[]
mcq-s4-004,mcq,総論IV 検査,検査,問4 気管支鏡・生検について誤っているものはどれか。,"{""a"": ""左主気管支に通常 B7 はない"", ""b"": ""EBUS-TBNAの診断特異度は約100%である"", ""c"": ""CTガイド下肺生検の最多合併症は喀血である"", ""d"": ""気管支壁は6層構造である"", ""e"": ""BALは右中葉・左舌区が選択されやすい""}",c,CTガイド下肺生検の最多合併症は気胸（20〜30%）。喀血・肺出血は次いで多い（約14%）。,"[""総論IV"", ""検査"", ""5択""]",,[]
mcq-s4-005,mcq,総論IV 検査,検査,問5 IGRA（インターフェロンγ遊離試験）について正しいものはどれか。,"{""a"": ""BCG接種の影響を受ける"", ""b"": ""M. avium complex と交叉反応する"", ""c"": ""感染後ただちに陽性化する"", ""d"": ""ツベルクリン反応より特異度が高い"", ""e"": ""既感染例では陰性となる""}",d,IGRAはBCGやMACと交叉せず特異度が高い。感染後8〜10週で陽性化し、既感染例でも陽性となりうる。M. kansasii等とは交叉の可能性あり。,"[""総論IV"", ""検査"", ""5択""]",,[]
mcq-s4-006,mcq,総論IV 検査,検査,問6 換気障害の判定で正しい組み合わせはどれか。,"{""a"": ""拘束性：FEV1/FVC<70%"", ""b"": ""閉塞性：%VC<80%"", ""c"": ""拘束性：%VC<80%"", ""d"": ""混合性：%VC≧80%かつFEV1/FVC≧70%"", ""e"": ""閉塞性ではFVCがVCより増加する""}",c,拘束性=%VC<80%、閉塞性=FEV1/FVC<70%、両者で混合性。閉塞性ではエアトラッピングでFVC<VCとなる。,"[""総論IV"", ""検査"", ""5択""]",,[]
mcq-s4-007,mcq,総論IV 検査,検査,問7 フローボリューム曲線の所見で誤っているものはどれか。,"{""a"": ""閉塞性換気障害では呼出曲線が下に凸となる"", ""b"": ""拘束性換気障害では正常パターンの縮小や逆釣鐘型を呈する"", ""c"": ""上気道固定性閉塞では吸気・呼気フローがともに平坦化する"", ""d"": ""胸郭外可動性閉塞では呼気フローが平坦化する"", ""e"": ""胸郭内可動性閉塞では呼気フローが平坦化する""}",d,胸郭外可動性閉塞は吸気フローが平坦化する。胸郭内可動性閉塞は呼気フロー平坦化、上気道固定性は吸呼気とも平坦。,"[""総論IV"", ""検査"", ""5択""]",,[]
mcq-s4-008,mcq,総論IV 検査,検査,問8 低酸素血症の機序のうち、高濃度酸素投与でPaO2が改善しにくいものはどれか。,"{""a"": ""肺胞低換気"", ""b"": ""拡散障害"", ""c"": ""換気血流比不均等"", ""d"": ""肺内シャント（ARDSなど）"", ""e"": ""COPDによる低V/A・Q領域""}",d,肺内シャントは高濃度酸素でも改善が乏しい。V/Q不均等・肺胞低換気・拡散障害は酸素投与でPaO2が上昇する。,"[""総論IV"", ""検査"", ""5択""]",,[]
mcq-s4-009,mcq,総論IV 検査,検査,問9 酸素解離曲線を右方移動（O2親和性低下）させる因子として誤っているものはどれか。,"{""a"": ""体温上昇"", ""b"": ""PCO2上昇"", ""c"": ""pH低下"", ""d"": ""2,3-DPG増加"", ""e"": ""pH上昇""}",e,"pH上昇（アルカローシス）は左方移動（O2親和性増大）。右方移動は体温↑・PCO2↑・pH↓（Bohr効果）・2,3-DPG↑。","[""総論IV"", ""検査"", ""5択""]",,[]
mcq-s4-010,mcq,総論IV 検査,検査,問10 わが国の呼吸不全の診断基準について正しいものはどれか。,"{""a"": ""室内気でPaO2 70mmHg以下を呼吸不全とする"", ""b"": ""PaCO2 45mmHg超をⅠ型とする"", ""c"": ""慢性呼吸不全は2週間以上持続するもの"", ""d"": ""PaO2 60mmHg以下を呼吸不全とする"", ""e"": ""準呼吸不全はPaO2 50〜60mmHg""}",d,室内気でPaO2 60mmHg以下が呼吸不全。PaCO2 45mmHg超がⅡ型。慢性は1ヵ月以上持続。準呼吸不全はPaO2 60超70以下。,"[""総論IV"", ""検査"", ""5択""]",,[]
mcq-s4-011,mcq,総論IV 検査,検査,問11 核医学検査について誤っているものはどれか。,"{""a"": ""肺血流シンチでは99mTc-MAAを用いる"", ""b"": ""骨転移診断はFDG-PET/CTが骨シンチより優れる"", ""c"": ""脳転移はFDG-PET/CTが最も感度が高い"", ""d"": ""Ga-67シンチはサルコイドーシスの活動性評価に用いる"", ""e"": ""換気シンチで133Xeは閉鎖回路が必要""}",c,脳はFDGの生理的集積が高く脳転移の検出感度が低いため、脳転移の診断にはMRIが必要。,"[""総論IV"", ""検査"", ""5択""]",,[]
mcq-s4-012,mcq,総論IV 検査,検査,問12 心電図所見と病態の組み合わせで誤っているものはどれか。,"{""a"": ""肺性P波 ─ 右房負荷"", ""b"": ""SⅠQⅢTⅢ ─ 急性肺血栓塞栓症"", ""c"": ""右軸偏位 ─ 右室負荷"", ""d"": ""V1のR/S>1 ─ 右室肥大"", ""e"": ""低電位・QSパターン ─ 拘束性換気障害""}",e,低電位・時計回転・V1-V4のQSパターンはCOPDなど過膨張（横隔膜低位）で生じ、前壁中隔梗塞との鑑別を要する。,"[""総論IV"", ""検査"", ""5択""]",,[]
mcq-s4-013,mcq,総論IV 検査,検査,問13 BAL所見と疾患の組み合わせで正しいものはどれか。,"{""a"": ""米のとぎ汁様 ─ 肺胞出血"", ""b"": ""血性 ─ 肺胞蛋白症"", ""c"": ""リンパ球増多・CD4/8比上昇 ─ サルコイドーシス"", ""d"": ""好酸球増多 ─ IPF"", ""e"": ""リンパ球増多 ─ IPF""}",c,サルコイドーシスはリンパ球増多・CD4/8比上昇。血性=肺胞出血、米のとぎ汁様=肺胞蛋白症。IPFのBALFは正常パターンに近く、リンパ球・好酸球増多ならIPF以外を考える。,"[""総論IV"", ""検査"", ""5択""]",,[]
